2024-04-25T21:52:08.666374+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:44:40.932526+0300 | DEBUG | MessageHandler:review_message:166 - Got updated review message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714146280, 30), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714146280, 30), 'signature': {'hash': b'\\xb3u\\xa77\\xd5f\\xd4u\\xfb6\\xeb\\x0bg!K\\xf3\\x0e\\x9f\\x12\\x00', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714146280, 30), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:50:46.230879+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:51:41.992356+0300 | DEBUG | MessageHandler:listen_blank_messages:213 - Got 1 blank messages
2024-04-26T18:51:41.994143+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x103a4ee10>
2024-04-26T18:51:50.307832+0300 | DEBUG | MessageHandler:fill_blank_message:54 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714146710, 14), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714146710, 14), 'signature': {'hash': b'U\\xc4\\xc0\\xdd\\x0f\\x80\\xa3\\xe4h\\x86(\\x15`\\xd6\\x8c\\xd8\\x84\\xe5\\x02\\xb2', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714146710, 14), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:51:58.493123+0300 | INFO | MessageHandler:fill_blank_message:70 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': "I'm sorry, but I can't assist with the request."}
2024-04-26T18:51:58.545408+0300 | DEBUG | MessageHandler:fill_blank_message:75 - Got updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': 'UpdateResult({\'n\': 1, \'electionId\': ObjectId(\'7fffffff00000000000000bd\'), \'opTime\': {\'ts\': Timestamp(1714146718, 18), \'t\': 189}, \'nModified\': 1, \'ok\': 1.0, \'$clusterTime\': {\'clusterTime\': Timestamp(1714146718, 18), \'signature\': {\'hash\': b\'\\xac\\xe8-A|9\\x0c"w8\\x9a.\\x94\\x00\\x9e\\x14\\xd7o\\xabf\', \'keyId\': 7306544719813672961}}, \'operationTime\': Timestamp(1714146718, 18), \'updatedExisting\': True}, acknowledged=True)'}
2024-04-26T18:53:33.198510+0300 | DEBUG | MessageHandler:listen_review_messages:190 - Got 1 review messages
2024-04-26T18:53:33.200128+0300 | INFO | MessageHandler:review_message:82 - Got review_message = <dtypes.message.Message object at 0x103963550>
2024-04-26T18:53:41.447966+0300 | DEBUG | MessageHandler:review_message:106 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': 'UpdateResult({\'n\': 1, \'electionId\': ObjectId(\'7fffffff00000000000000bd\'), \'opTime\': {\'ts\': Timestamp(1714146821, 18), \'t\': 189}, \'nModified\': 1, \'ok\': 1.0, \'$clusterTime\': {\'clusterTime\': Timestamp(1714146821, 18), \'signature\': {\'hash\': b\'\\x96\\xb4&\\xd2\\x13;(\\xae"}u\\x96\\xf5xi\\xf2\\xfa=\\xd0j\', \'keyId\': 7306544719813672961}}, \'operationTime\': Timestamp(1714146821, 18), \'updatedExisting\': True}, acknowledged=True)'}
2024-04-26T18:53:41.448185+0300 | DEBUG | MessageHandler:review_message:108 - Trying to get reply message -> b88b4b7c6efb343c9306f8f1f5da407b_550_reply
2024-04-26T18:53:41.497006+0300 | DEBUG | MessageHandler:review_message:114 - Got response from getting ask message -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_550_reply', 'reply_to_id': 'b88b4b7c6efb343c9306f8f1f5da407b_550', 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'bot', 'source': 'gmail', 'source_link': None, 'subject': 'Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'sent', 'date': 1714146697, 'text': "<p>I'm sorry, but I can't assist with the request.</p>"}}
2024-04-26T18:53:49.544213+0300 | INFO | MessageHandler:review_message:140 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': 'We can assist with the creation of a company named Qwerty.'}
2024-04-26T18:53:49.544969+0300 | DEBUG | MessageHandler:review_message:153 - Trying to update target message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_550_reply)
2024-04-26T18:53:49.599231+0300 | DEBUG | MessageHandler:review_message:158 - Got updated target message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714146829, 19), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714146829, 19), 'signature': {'hash': b'K}\\xde*\\xed\\x9e\\xa5\\x95cB\\xb3\\x8a\\xd2\\x1d\\x06?{\\x05m\\xda', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714146829, 19), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:53:49.599330+0300 | DEBUG | MessageHandler:review_message:163 - Trying to update review message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_550_review_cbb304c03af63cb0a3beda3518389694)
2024-04-26T18:53:49.653996+0300 | DEBUG | MessageHandler:review_message:170 - Got updated review message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714146829, 21), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714146829, 21), 'signature': {'hash': b'K}\\xde*\\xed\\x9e\\xa5\\x95cB\\xb3\\x8a\\xd2\\x1d\\x06?{\\x05m\\xda', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714146829, 21), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:58:17.558051+0300 | DEBUG | MessageHandler:listen_blank_messages:213 - Got 1 blank messages
2024-04-26T18:58:17.558918+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x103e932d0>
2024-04-26T18:58:25.868554+0300 | DEBUG | MessageHandler:fill_blank_message:54 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': 'UpdateResult({\'n\': 1, \'electionId\': ObjectId(\'7fffffff00000000000000bd\'), \'opTime\': {\'ts\': Timestamp(1714147105, 29), \'t\': 189}, \'nModified\': 1, \'ok\': 1.0, \'$clusterTime\': {\'clusterTime\': Timestamp(1714147105, 29), \'signature\': {\'hash\': b\'\\x1f\\x98h\\xdec\\x85\\xde/1\\x16\\x8a\\x86"C\\xeeF\\xe5\\xb5\\xe0\\xdf\', \'keyId\': 7306544719813672961}}, \'operationTime\': Timestamp(1714147105, 29), \'updatedExisting\': True}, acknowledged=True)'}
2024-04-26T18:58:41.550619+0300 | INFO | MessageHandler:fill_blank_message:70 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': "Dear Den,\n\nThank you for your inquiry regarding the cost of a consultation. At Innova Consulting Group, we pride ourselves on providing expert advice and solutions tailored to our clients' specific needs, backed by our 12 years of experience across legal, strategic, and marketing domains.\n\nTo provide you with an accurate cost estimate for a consultation, I would need a bit more information about the nature of the consultation you're seeking. Our rates can vary depending on the complexity and scope of the advice or services required.\n\nPlease let me know more about the type of consultation you're interested in, whether it relates to legal solutions, business strategies, marketing efforts, or other areas. This will help us give you a more precise cost estimate.\n\nLooking forward to your response.\n\nBest regards,\nOleg Shevchenko"}
2024-04-26T18:58:41.625859+0300 | DEBUG | MessageHandler:fill_blank_message:75 - Got updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147121, 20), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147121, 20), 'signature': {'hash': b'f\\x17hKv\\xed\\x1fP*\\xf86z\\xf7>\\xd0\\xd1e\\xfd\\xc94', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147121, 20), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:00:08.574449+0300 | DEBUG | MessageHandler:listen_review_messages:190 - Got 1 review messages
2024-04-26T19:00:08.575552+0300 | INFO | MessageHandler:review_message:82 - Got review_message = <dtypes.message.Message object at 0x103af3090>
2024-04-26T19:00:16.883249+0300 | DEBUG | MessageHandler:review_message:106 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147216, 27), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147216, 27), 'signature': {'hash': b'fg\\xd5k\\xfe\\xfb\\xb6a\\xc7\\xb1<\\x98\\x01%\\xf0\\x1a\\xf6M\\xb1\\xac', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147216, 27), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:00:16.883677+0300 | DEBUG | MessageHandler:review_message:108 - Trying to get reply message -> b88b4b7c6efb343c9306f8f1f5da407b_552_reply
